Solute_Canon,Solvent_Canon,Solvent,Temperature_K,LogS,Solubility(mole_fraction),MW,Source
Nc1ccc(Oc2ccc(N)cc2)cc1,CCOCCO,2-ethoxyethanol,323.15,-0.2397050202153629,0.054409,200.241,10.1016/j.fluid.2013.07.010
O=C1NC(=O)C2C3C=CC(C3)C12,CCOCCO,2-ethoxyethanol,278.15,-0.6926335956192639,0.018996,163.17599999999996,10.1016/j.fluid.2019.112301
O=C1NC(=O)C2C3C=CC(C3)C12,CCOCCO,2-ethoxyethanol,283.15,-0.6217482775690688,0.022398,163.17599999999996,10.1016/j.fluid.2019.112301
O=C1NC(=O)C2C3C=CC(C3)C12,CCOCCO,2-ethoxyethanol,288.15,-0.5662119865758132,0.025502,163.17599999999996,10.1016/j.fluid.2019.112301
O=C1NC(=O)C2C3C=CC(C3)C12,CCOCCO,2-ethoxyethanol,293.15,-0.5039397957151031,0.029472,163.17599999999996,10.1016/j.fluid.2019.112301
O=C1NC(=O)C2C3C=CC(C3)C12,CCOCCO,2-ethoxyethanol,298.15,-0.4467753118703458,0.033636,163.17599999999996,10.1016/j.fluid.2019.112301
O=C1NC(=O)C2C3C=CC(C3)C12,CCOCCO,2-ethoxyethanol,303.15,-0.3893266607013606,0.038393,163.17599999999996,10.1016/j.fluid.2019.112301
O=C1NC(=O)C2C3C=CC(C3)C12,CCOCCO,2-ethoxyethanol,308.15,-0.3280569517787188,0.044163,163.17599999999996,10.1016/j.fluid.2019.112301
O=C1NC(=O)C2C3C=CC(C3)C12,CCOCCO,2-ethoxyethanol,313.15,-0.2911734240705231,0.048123,163.17599999999996,10.1016/j.fluid.2019.112301
O=C1NC(=O)C2C3C=CC(C3)C12,CCOCCO,2-ethoxyethanol,318.15,-0.2311518598548279,0.055127,163.17599999999996,10.1016/j.fluid.2019.112301
O=C1NC(=O)C2C3C=CC(C3)C12,CCOCCO,2-ethoxyethanol,323.15,-0.174172674326827,0.062715,163.17599999999996,10.1016/j.fluid.2019.112301
Sc1nc2ccccc2[nH]1,CCOCCO,2-ethoxyethanol,283.15,-0.1948088144527167,0.0576999999999999,150.206,10.1016/j.fluid.2024.114036
Sc1nc2ccccc2[nH]1,CCOCCO,2-ethoxyethanol,288.15,-0.192170193011828,0.05831,150.206,10.1016/j.fluid.2024.114036
Sc1nc2ccccc2[nH]1,CCOCCO,2-ethoxyethanol,293.15,-0.1889225224881282,0.05902,150.206,10.1016/j.fluid.2024.114036
Sc1nc2ccccc2[nH]1,CCOCCO,2-ethoxyethanol,298.15,-0.1842632721278241,0.05989,150.206,10.1016/j.fluid.2024.114036
Sc1nc2ccccc2[nH]1,CCOCCO,2-ethoxyethanol,303.15,-0.1803490907963471,0.06068,150.206,10.1016/j.fluid.2024.114036
Sc1nc2ccccc2[nH]1,CCOCCO,2-ethoxyethanol,308.15,-0.1761403763424947,0.06152,150.206,10.1016/j.fluid.2024.114036
Sc1nc2ccccc2[nH]1,CCOCCO,2-ethoxyethanol,313.15,-0.1723724926997326,0.06232,150.206,10.1016/j.fluid.2024.114036
Sc1nc2ccccc2[nH]1,CCOCCO,2-ethoxyethanol,318.15,-0.1665345429840171,0.06341,150.206,10.1016/j.fluid.2024.114036
Sc1nc2ccccc2[nH]1,CCOCCO,2-ethoxyethanol,323.15,-0.160437281734091,0.0646,150.206,10.1016/j.fluid.2024.114036
O=c1cc(CO)occ1O,CCOCCO,2-ethoxyethanol,278.15,-0.8460047696718638,0.01342,142.11,10.1016/j.jct.2020.106280
O=c1cc(CO)occ1O,CCOCCO,2-ethoxyethanol,283.15,-0.7976731210933108,0.01505,142.11,10.1016/j.jct.2020.106280
O=c1cc(CO)occ1O,CCOCCO,2-ethoxyethanol,288.15,-0.7272781192419479,0.01774,142.11,10.1016/j.jct.2020.106280
O=c1cc(CO)occ1O,CCOCCO,2-ethoxyethanol,293.15,-0.6673255066508498,0.02042,142.11,10.1016/j.jct.2020.106280
O=c1cc(CO)occ1O,CCOCCO,2-ethoxyethanol,298.15,-0.6104626613329283,0.02332,142.11,10.1016/j.jct.2020.106280
O=c1cc(CO)occ1O,CCOCCO,2-ethoxyethanol,303.15,-0.5619426713785989,0.02613,142.11,10.1016/j.jct.2020.106280
O=c1cc(CO)occ1O,CCOCCO,2-ethoxyethanol,308.15,-0.5017855778680317,0.03004,142.11,10.1016/j.jct.2020.106280
O=c1cc(CO)occ1O,CCOCCO,2-ethoxyethanol,313.15,-0.4488403511701583,0.03397,142.11,10.1016/j.jct.2020.106280
O=c1cc(CO)occ1O,CCOCCO,2-ethoxyethanol,318.15,-0.3992292406496732,0.03811,142.11,10.1016/j.jct.2020.106280
O=c1cc(CO)occ1O,CCOCCO,2-ethoxyethanol,323.15,-0.341659440825753,0.04352,142.11,10.1016/j.jct.2020.106280
Oc1ccc(Cl)c2cccnc12,CCOCCO,2-ethoxyethanol,278.15,-0.7660243087887028,0.01609,179.60600000000002,10.1016/j.jct.2020.106315
Oc1ccc(Cl)c2cccnc12,CCOCCO,2-ethoxyethanol,283.15,-0.6850292420085312,0.01942,179.60600000000002,10.1016/j.jct.2020.106315
Oc1ccc(Cl)c2cccnc12,CCOCCO,2-ethoxyethanol,288.15,-0.5775711230006967,0.02486,179.60600000000002,10.1016/j.jct.2020.106315
Oc1ccc(Cl)c2cccnc12,CCOCCO,2-ethoxyethanol,293.15,-0.5197242201898472,0.02845,179.60600000000002,10.1016/j.jct.2020.106315
Oc1ccc(Cl)c2cccnc12,CCOCCO,2-ethoxyethanol,298.15,-0.4518263564151212,0.03326,179.60600000000002,10.1016/j.jct.2020.106315
Oc1ccc(Cl)c2cccnc12,CCOCCO,2-ethoxyethanol,303.15,-0.3736282763232991,0.03975,179.60600000000002,10.1016/j.jct.2020.106315
Oc1ccc(Cl)c2cccnc12,CCOCCO,2-ethoxyethanol,308.15,-0.3040120777928661,0.04656,179.60600000000002,10.1016/j.jct.2020.106315
Oc1ccc(Cl)c2cccnc12,CCOCCO,2-ethoxyethanol,313.15,-0.2297637927806991,0.05503,179.60600000000002,10.1016/j.jct.2020.106315
Oc1ccc(Cl)c2cccnc12,CCOCCO,2-ethoxyethanol,318.15,-0.1580513902166929,0.06458,179.60600000000002,10.1016/j.jct.2020.106315
Oc1ccc(Cl)c2cccnc12,CCOCCO,2-ethoxyethanol,323.15,-0.0796070099368341,0.0768,179.60600000000002,10.1016/j.jct.2020.106315
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCOCCO,2-ethoxyethanol,278.15,-2.758399383759589,0.0001663999999999,246.306,10.1016/j.jct.2020.106328
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCOCCO,2-ethoxyethanol,283.15,-2.574463610585462,0.0002554,246.306,10.1016/j.jct.2020.106328
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCOCCO,2-ethoxyethanol,288.15,-2.3935517683730536,0.0003893,246.306,10.1016/j.jct.2020.106328
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCOCCO,2-ethoxyethanol,293.15,-2.2175222630403653,0.0005869,246.306,10.1016/j.jct.2020.106328
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCOCCO,2-ethoxyethanol,298.15,-2.055136463581187,0.0008569,246.306,10.1016/j.jct.2020.106328
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCOCCO,2-ethoxyethanol,303.15,-1.882814870815945,0.00128,246.306,10.1016/j.jct.2020.106328
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCOCCO,2-ethoxyethanol,308.15,-1.7383720028545802,0.0017929999999999,246.306,10.1016/j.jct.2020.106328
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCOCCO,2-ethoxyethanol,313.15,-1.5805192384730251,0.00259,246.306,10.1016/j.jct.2020.106328
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCOCCO,2-ethoxyethanol,318.15,-1.4313552699640877,0.003666,246.306,10.1016/j.jct.2020.106328
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCOCCO,2-ethoxyethanol,323.15,-1.2885996791136891,0.005115,246.306,10.1016/j.jct.2020.106328
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CCOCCO,2-ethoxyethanol,278.15,-0.1424062891946647,0.06432,232.283,10.1016/j.jct.2020.106372
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CCOCCO,2-ethoxyethanol,283.15,-0.0864515880187208,0.07286,232.283,10.1016/j.jct.2020.106372
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CCOCCO,2-ethoxyethanol,288.15,-0.0395947742570391,0.08087,232.283,10.1016/j.jct.2020.106372
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CCOCCO,2-ethoxyethanol,293.15,0.0185802385516405,0.09185,232.283,10.1016/j.jct.2020.106372
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CCOCCO,2-ethoxyethanol,298.15,0.0697223826877207,0.1026,232.283,10.1016/j.jct.2020.106372
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CCOCCO,2-ethoxyethanol,303.15,0.1158721079200845,0.1133,232.283,10.1016/j.jct.2020.106372
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CCOCCO,2-ethoxyethanol,308.15,0.1641522306483749,0.1255,232.283,10.1016/j.jct.2020.106372
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CCOCCO,2-ethoxyethanol,313.15,0.2097915134391712,0.1381,232.283,10.1016/j.jct.2020.106372
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CCOCCO,2-ethoxyethanol,318.15,0.2573149405031392,0.1523,232.283,10.1016/j.jct.2020.106372
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CCOCCO,2-ethoxyethanol,323.15,0.305202739971336,0.1679,232.283,10.1016/j.jct.2020.106372
CC(=O)NC1CCSC1=O,CCOCCO,2-ethoxyethanol,278.15,0.0426106140065329,0.09523,159.20999999999998,10.1016/j.jct.2021.106624
CC(=O)NC1CCSC1=O,CCOCCO,2-ethoxyethanol,283.15,0.1017140935384292,0.1081,159.20999999999998,10.1016/j.jct.2021.106624
CC(=O)NC1CCSC1=O,CCOCCO,2-ethoxyethanol,288.15,0.1551994028196324,0.1211,159.20999999999998,10.1016/j.jct.2021.106624
CC(=O)NC1CCSC1=O,CCOCCO,2-ethoxyethanol,293.15,0.2281670516392503,0.1407999999999999,159.20999999999998,10.1016/j.jct.2021.106624
CC(=O)NC1CCSC1=O,CCOCCO,2-ethoxyethanol,298.15,0.2845795497631713,0.1578999999999999,159.20999999999998,10.1016/j.jct.2021.106624
CC(=O)NC1CCSC1=O,CCOCCO,2-ethoxyethanol,303.15,0.3390043626384595,0.176,159.20999999999998,10.1016/j.jct.2021.106624
CC(=O)NC1CCSC1=O,CCOCCO,2-ethoxyethanol,308.15,0.4013982247086947,0.1986,159.20999999999998,10.1016/j.jct.2021.106624
CC(=O)NC1CCSC1=O,CCOCCO,2-ethoxyethanol,313.15,0.4626878750922168,0.2229,159.20999999999998,10.1016/j.jct.2021.106624
CC(=O)NC1CCSC1=O,CCOCCO,2-ethoxyethanol,318.15,0.5208581584143482,0.2479,159.20999999999998,10.1016/j.jct.2021.106624
CC(=O)NC1CCSC1=O,CCOCCO,2-ethoxyethanol,323.15,0.5856187676259895,0.2779,159.20999999999998,10.1016/j.jct.2021.106624
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CCOCCO,2-ethoxyethanol,278.15,-1.426381344567204,0.003562,247.276,10.1016/j.jct.2022.106767
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CCOCCO,2-ethoxyethanol,283.15,-1.3394119736739367,0.00437,247.276,10.1016/j.jct.2022.106767
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CCOCCO,2-ethoxyethanol,288.15,-1.260729113628332,0.00526,247.276,10.1016/j.jct.2022.106767
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CCOCCO,2-ethoxyethanol,293.15,-1.1728207705540532,0.006467,247.276,10.1016/j.jct.2022.106767
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CCOCCO,2-ethoxyethanol,298.15,-1.0863157021773715,0.007919,247.276,10.1016/j.jct.2022.106767
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CCOCCO,2-ethoxyethanol,303.15,-1.005492942302182,0.00957,247.276,10.1016/j.jct.2022.106767
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CCOCCO,2-ethoxyethanol,308.15,-0.9083073798939898,0.012,247.276,10.1016/j.jct.2022.106767
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CCOCCO,2-ethoxyethanol,313.15,-0.8223974275089027,0.01466,247.276,10.1016/j.jct.2022.106767
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CCOCCO,2-ethoxyethanol,318.15,-0.7317758958220645,0.01809,247.276,10.1016/j.jct.2022.106767
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CCOCCO,2-ethoxyethanol,323.15,-0.6427699176224214,0.02224,247.276,10.1016/j.jct.2022.106767
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCOCCO,2-ethoxyethanol,283.15,-1.2932229820596477,0.0048579999999999,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCOCCO,2-ethoxyethanol,288.15,-1.2105092981374288,0.005901,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCOCCO,2-ethoxyethanol,293.15,-1.1353899043965932,0.007045,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCOCCO,2-ethoxyethanol,298.15,-1.0662162523252203,0.008291,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCOCCO,2-ethoxyethanol,303.15,-1.002797821643122,0.009629,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCOCCO,2-ethoxyethanol,308.15,-0.937056258963322,0.01124,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCOCCO,2-ethoxyethanol,313.15,-0.8632975447802791,0.0133599999999999,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCOCCO,2-ethoxyethanol,318.15,-0.796342171180274,0.01563,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCOCCO,2-ethoxyethanol,323.15,-0.7402120346903589,0.01785,220.272,10.1016/j.jct.2022.106969
CN(C)NC(=O)CCC(=O)O,CCOCCO,2-ethoxyethanol,283.15,-1.73453008373653,0.001764,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCOCCO,2-ethoxyethanol,288.15,-1.6246974432385628,0.0022819999999999,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCOCCO,2-ethoxyethanol,293.15,-1.5214821644054102,0.002908,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCOCCO,2-ethoxyethanol,298.15,-1.405170108981776,0.003816,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCOCCO,2-ethoxyethanol,303.15,-1.2962079458698734,0.004923,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCOCCO,2-ethoxyethanol,308.15,-1.1966533067467653,0.006214,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCOCCO,2-ethoxyethanol,313.15,-1.1066348943632869,0.007673,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCOCCO,2-ethoxyethanol,318.15,-1.013431346097904,0.00954,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCOCCO,2-ethoxyethanol,323.15,-0.9170834513697284,0.01195,160.173,10.1016/j.jct.2023.107202
COc1ccc(C(=O)O)c(OC)c1OC,CCOCCO,2-ethoxyethanol,278.15,0.3585893101082562,0.1789,212.201,10.1016/j.jct.2025.107562
COc1ccc(C(=O)O)c(OC)c1OC,CCOCCO,2-ethoxyethanol,283.15,0.4362233936680414,0.2075,212.201,10.1016/j.jct.2025.107562
COc1ccc(C(=O)O)c(OC)c1OC,CCOCCO,2-ethoxyethanol,288.15,0.5106167098657081,0.238,212.201,10.1016/j.jct.2025.107562
COc1ccc(C(=O)O)c(OC)c1OC,CCOCCO,2-ethoxyethanol,293.15,0.5683847777209696,0.264,212.201,10.1016/j.jct.2025.107562
COc1ccc(C(=O)O)c(OC)c1OC,CCOCCO,2-ethoxyethanol,298.15,0.6208006645513993,0.2891,212.201,10.1016/j.jct.2025.107562
COc1ccc(C(=O)O)c(OC)c1OC,CCOCCO,2-ethoxyethanol,303.15,0.6780616518493794,0.318,212.201,10.1016/j.jct.2025.107562
COc1ccc(C(=O)O)c(OC)c1OC,CCOCCO,2-ethoxyethanol,308.15,0.743948577183775,0.3529,212.201,10.1016/j.jct.2025.107562
COc1ccc(C(=O)O)c(OC)c1OC,CCOCCO,2-ethoxyethanol,313.15,0.8104243470473642,0.3898,212.201,10.1016/j.jct.2025.107562
COc1ccc(C(=O)O)c(OC)c1OC,CCOCCO,2-ethoxyethanol,318.15,0.8815137830009377,0.4306,212.201,10.1016/j.jct.2025.107562
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCOCCO,2-ethoxyethanol,278.15,-0.1036106512190008,0.06991,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCOCCO,2-ethoxyethanol,283.15,-0.0580679260796361,0.0774,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCOCCO,2-ethoxyethanol,288.15,-0.0126122466597076,0.0856099999999999,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCOCCO,2-ethoxyethanol,293.15,0.0245858107820592,0.09301,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCOCCO,2-ethoxyethanol,298.15,0.060685964249137,0.1006999999999999,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCOCCO,2-ethoxyethanol,303.15,0.1115324429025878,0.1123,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCOCCO,2-ethoxyethanol,308.15,0.1472884931113252,0.1213,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCOCCO,2-ethoxyethanol,313.15,0.1882449623078444,0.1323,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCOCCO,2-ethoxyethanol,318.15,0.2298020194286067,0.1443,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCOCCO,2-ethoxyethanol,323.15,0.2733460284975026,0.1578999999999999,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1c2ccccc2C(=O)N1O,CCOCCO,2-ethoxyethanol,278.15,-0.7690521288166102,0.01598,163.13199999999998,10.1016/j.molliq.2020.114677
O=C1c2ccccc2C(=O)N1O,CCOCCO,2-ethoxyethanol,283.15,-0.7137470762690566,0.0182,163.13199999999998,10.1016/j.molliq.2020.114677
O=C1c2ccccc2C(=O)N1O,CCOCCO,2-ethoxyethanol,288.15,-0.6587364966971723,0.02071,163.13199999999998,10.1016/j.molliq.2020.114677
O=C1c2ccccc2C(=O)N1O,CCOCCO,2-ethoxyethanol,293.15,-0.6091284395600798,0.02328,163.13199999999998,10.1016/j.molliq.2020.114677
O=C1c2ccccc2C(=O)N1O,CCOCCO,2-ethoxyethanol,298.15,-0.5618530586752902,0.02601,163.13199999999998,10.1016/j.molliq.2020.114677
O=C1c2ccccc2C(=O)N1O,CCOCCO,2-ethoxyethanol,303.15,-0.5094262688571498,0.02939,163.13199999999998,10.1016/j.molliq.2020.114677
O=C1c2ccccc2C(=O)N1O,CCOCCO,2-ethoxyethanol,308.15,-0.4638824382837252,0.03269,163.13199999999998,10.1016/j.molliq.2020.114677
O=C1c2ccccc2C(=O)N1O,CCOCCO,2-ethoxyethanol,313.15,-0.4176168897972212,0.03641,163.13199999999998,10.1016/j.molliq.2020.114677
O=C1c2ccccc2C(=O)N1O,CCOCCO,2-ethoxyethanol,318.15,-0.3731878467086352,0.04037,163.13199999999998,10.1016/j.molliq.2020.114677
O=C1c2ccccc2C(=O)N1O,CCOCCO,2-ethoxyethanol,323.15,-0.3290980471287706,0.04474,163.13199999999998,10.1016/j.molliq.2020.114677
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCOCCO,2-ethoxyethanol,278.15,-1.4329149907540557,0.003509,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCOCCO,2-ethoxyethanol,283.15,-1.3672273121415035,0.0040999999999999,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCOCCO,2-ethoxyethanol,288.15,-1.2914978223074045,0.004902,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCOCCO,2-ethoxyethanol,293.15,-1.2470909748360584,0.005456,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCOCCO,2-ethoxyethanol,298.15,-1.1785835735748065,0.0064129999999999,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCOCCO,2-ethoxyethanol,303.15,-1.1255169245552117,0.007276,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCOCCO,2-ethoxyethanol,308.15,-1.0689799096224517,0.00832,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCOCCO,2-ethoxyethanol,313.15,-1.0106826500063928,0.009552,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCOCCO,2-ethoxyethanol,318.15,-0.9533480959674968,0.01094,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCOCCO,2-ethoxyethanol,323.15,-0.8793698022115373,0.01302,244.20300000000003,10.1016/j.molliq.2021.115663
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCOCCO,2-ethoxyethanol,278.15,0.1141050988958898,0.11039,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCOCCO,2-ethoxyethanol,283.15,0.1434901954509847,0.11773,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCOCCO,2-ethoxyethanol,288.15,0.1762324891572733,0.12635,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCOCCO,2-ethoxyethanol,293.15,0.2146622261455256,0.13708,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCOCCO,2-ethoxyethanol,298.15,0.2547835438649308,0.14899,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCOCCO,2-ethoxyethanol,303.15,0.2957858677054605,0.16203,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCOCCO,2-ethoxyethanol,308.15,0.3291431990110831,0.1734399999999999,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCOCCO,2-ethoxyethanol,313.15,0.3773521459679815,0.19072,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCOCCO,2-ethoxyethanol,318.15,0.4246168326241413,0.20892,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCOCCO,2-ethoxyethanol,323.15,0.4737971099262205,0.22928,339.3660000000001,10.1016/j.molliq.2021.116992
COc1cccc(C(=O)O)c1OC,CCOCCO,2-ethoxyethanol,278.15,-0.3397964448782904,0.04181,182.175,10.1016/j.molliq.2021.118029
COc1cccc(C(=O)O)c1OC,CCOCCO,2-ethoxyethanol,283.15,-0.2749332686971886,0.04845,182.175,10.1016/j.molliq.2021.118029
COc1cccc(C(=O)O)c1OC,CCOCCO,2-ethoxyethanol,288.15,-0.217489363048718,0.05519,182.175,10.1016/j.molliq.2021.118029
COc1cccc(C(=O)O)c1OC,CCOCCO,2-ethoxyethanol,293.15,-0.1486177647135682,0.06439,182.175,10.1016/j.molliq.2021.118029
COc1cccc(C(=O)O)c1OC,CCOCCO,2-ethoxyethanol,298.15,-0.0902101699182402,0.07331,182.175,10.1016/j.molliq.2021.118029
COc1cccc(C(=O)O)c1OC,CCOCCO,2-ethoxyethanol,303.15,-0.0283666373460886,0.08397,182.175,10.1016/j.molliq.2021.118029
COc1cccc(C(=O)O)c1OC,CCOCCO,2-ethoxyethanol,308.15,0.0402331365902112,0.09738,182.175,10.1016/j.molliq.2021.118029
COc1cccc(C(=O)O)c1OC,CCOCCO,2-ethoxyethanol,313.15,0.0939434252061455,0.1093,182.175,10.1016/j.molliq.2021.118029
COc1cccc(C(=O)O)c1OC,CCOCCO,2-ethoxyethanol,318.15,0.1691614783129693,0.1278999999999999,182.175,10.1016/j.molliq.2021.118029
COc1cccc(C(=O)O)c1OC,CCOCCO,2-ethoxyethanol,323.15,0.2342666105469477,0.1463,182.175,10.1016/j.molliq.2021.118029
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CCOCCO,2-ethoxyethanol,278.15,-0.2727628105362384,0.04845,403.9790000000002,10.1016/j.molliq.2021.118184
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CCOCCO,2-ethoxyethanol,283.15,-0.20773395731943,0.0561029999999999,403.9790000000002,10.1016/j.molliq.2021.118184
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CCOCCO,2-ethoxyethanol,288.15,-0.1547004040955039,0.063232,403.9790000000002,10.1016/j.molliq.2021.118184
